"","Unique_ID","Gender","Age Group","Marital_Status","State","Product_Category","Total_Orders","Total_Spends","Count"
"7751","1004085_31_1_Southern_Retail_Household items","M","26-35",1,"Karnataka","Household items",1,2375,1
"7752","1004085_32_1_Central_Banking_Furniture","M","26-35",1,"Uttar Pradesh","Furniture",4,12030,1
"7753","1004085_33_1_Central_Retail_Books","M","26-35",1,"Uttar Pradesh","Books",1,10655,1
"7754","1004085_33_1_Northern_Govt_Household items","M","26-35",1,"Rajasthan","Household items",2,3119,1
"7755","1004085_35_0_Western_IT Sector_Beauty","M","26-35",0,"Maharashtra","Beauty",3,1659,1
"7756","1004086_13_1_Western_Media_Games & Toys","M","0-17",1,"Maharashtra","Games & Toys",4,6595,1
"7757","1004086_14_0_Western_Chemical_Food","F","0-17",0,"Maharashtra","Food",2,11507,1
"7758","1004088_26_0_Eastern_Chemical_Clothing & Apparel","F","26-35",0,"Jharkhand","Clothing & Apparel",2,8577,1
"7759","1004088_28_1_Southern_Banking_Auto","F","26-35",1,"Andhra Pradesh","Auto",2,18801,1
"7760","1004088_31_1_Central_Banking_Clothing & Apparel","F","26-35",1,"Uttar Pradesh","Clothing & Apparel",4,8642,1
"7761","1004088_31_1_Eastern_Banking_Games & Toys","F","26-35",1,"Jharkhand","Games & Toys",3,9613,1
"7762","1004088_32_1_Southern_IT Sector_Household items","F","26-35",1,"Karnataka","Household items",2,3860,1
"7763","1004089_26_1_Central_Aviation_Clothing & Apparel","F","26-35",1,"Delhi","Clothing & Apparel",3,8704,1
"7764","1004089_29_1_Central_Aviation_Food","F","26-35",1,"Uttar Pradesh","Food",3,15559,1
"7765","1004089_30_0_Central_IT Sector_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",2,1853,1
"7766","1004089_30_0_Eastern_Aviation_Footwear & Shoes","M","26-35",0,"Bihar","Footwear & Shoes",4,20189,1
"7767","1004089_30_1_Southern_Banking_Clothing & Apparel","F","26-35",1,"Karnataka","Clothing & Apparel",2,7160,1
"7768","1004089_32_1_Central_Banking_Hand & Power Tools","F","26-35",1,"Delhi","Hand & Power Tools",4,18832,1
"7769","1004089_33_0_Northern_Healthcare_Veterinary","M","26-35",0,"Haryana","Veterinary",3,367,1
"7770","1004089_34_1_Northern_Banking_Clothing & Apparel","F","26-35",1,"Himachal Pradesh","Clothing & Apparel",4,3607,1
"7771","1004089_34_1_Southern_Banking_Electronics & Gadgets","F","26-35",1,"Andhra Pradesh","Electronics & Gadgets",2,8093,1
"7772","1004090_63_1_Central_Lawyer_Footwear & Shoes","M","55+",1,"Uttar Pradesh","Footwear & Shoes",3,4144,1
"7773","1004090_88_0_Northern_Construction_Clothing & Apparel","F","55+",0,"Haryana","Clothing & Apparel",2,6860,1
"7774","1004093_28_0_Western_Lawyer_Games & Toys","F","26-35",0,"Maharashtra","Games & Toys",3,12984,1
"7775","1004093_29_1_Northern_Govt_Clothing & Apparel","F","26-35",1,"Punjab","Clothing & Apparel",4,6993,1
"7776","1004093_35_0_Southern_Hospitality_Food","F","26-35",0,"Karnataka","Food",1,19115,1
"7777","1004094_26_0_Central_IT Sector_Electronics & Gadgets","F","26-35",0,"Uttar Pradesh","Electronics & Gadgets",2,6003,1
"7778","1004094_33_0_Southern_Construction_Food","F","26-35",0,"Karnataka","Food",1,8040,1
"7779","1004098_37_0_Central_Hospitality_Electronics & Gadgets","F","36-45",0,"Uttar Pradesh","Electronics & Gadgets",3,2073,1
"7780","1004098_38_0_Central_Retail_Clothing & Apparel","F","36-45",0,"Uttarakhand","Clothing & Apparel",1,8569,1
"7781","1004099_39_1_Western_IT Sector_Games & Toys","F","36-45",1,"Maharashtra","Games & Toys",4,15906,1
"7782","1004101_23_1_Central_Chemical_Electronics & Gadgets","F","18-25",1,"Uttar Pradesh","Electronics & Gadgets",2,8127,1
"7783","1004101_23_1_Northern_Chemical_Electronics & Gadgets","F","18-25",1,"Himachal Pradesh","Electronics & Gadgets",2,8127,1
"7784","1004102_12_1_Eastern_Media_Clothing & Apparel","F","0-17",1,"Bihar","Clothing & Apparel",3,5211,1
"7785","1004102_13_1_Western_Media_Stationery","M","0-17",1,"Maharashtra","Stationery",1,12608,1
"7786","1004103_21_0_Central_Media_Household items","F","18-25",0,"Delhi","Household items",3,3753,1
"7787","1004103_22_1_Southern_Food Processing_Food","F","18-25",1,"Karnataka","Food",1,7690,1
"7788","1004104_21_1_Western_Chemical_Sports Products","F","18-25",1,"Maharashtra","Sports Products",3,13560,1
"7789","1004104_25_1_Southern_IT Sector_Household items","F","18-25",1,"Karnataka","Household items",3,3869,1
"7790","1004105_55_0_Northern_Textile_Electronics & Gadgets","F","51-55",0,"Himachal Pradesh","Electronics & Gadgets",2,8005,1
"7791","1004107_29_0_Western_Hospitality_Footwear & Shoes","M","26-35",0,"Maharashtra","Footwear & Shoes",1,12367,1
"7792","1004107_30_0_Western_Aviation_Clothing & Apparel","M","26-35",0,"Maharashtra","Clothing & Apparel",4,3589,1
"7793","1004107_32_0_Southern_Agriculture_Food","M","26-35",0,"Karnataka","Food",3,11687,1
"7794","1004107_34_0_Northern_Healthcare_Food","M","26-35",0,"Haryana","Food",4,11504,1
"7795","1004109_43_1_Western_Chemical_Footwear & Shoes","M","36-45",1,"Maharashtra","Footwear & Shoes",2,12144,1
"7796","1004112_47_0_Central_Banking_Sports Products","F","46-50",0,"Uttar Pradesh","Sports Products",3,8129,1
"7797","1004112_47_1_Central_Hospitality_Footwear & Shoes","F","46-50",1,"Delhi","Footwear & Shoes",3,20654,1
"7798","1004112_48_1_Southern_Hospitality_Food","F","46-50",1,"Karnataka","Food",4,15195,1
"7799","1004112_49_0_Central_Construction_Footwear & Shoes","F","46-50",0,"Delhi","Footwear & Shoes",4,12427,1
"7800","1004112_49_0_Southern_Healthcare_Books","F","46-50",0,"Karnataka","Books",2,13051,1
"7801","1004112_49_1_Central_Food Processing_Footwear & Shoes","F","46-50",1,"Madhya Pradesh","Footwear & Shoes",1,16418,1
"7802","1004112_50_0_Southern_Construction_Footwear & Shoes","F","46-50",0,"Karnataka","Footwear & Shoes",2,4602,1
"7803","1004114_36_0_Southern_Banking_Electronics & Gadgets","F","36-45",0,"Andhra Pradesh","Electronics & Gadgets",4,5840,1
"7804","1004114_38_0_Northern_Construction_Food","F","36-45",0,"Haryana","Food",2,11810,1
"7805","1004114_42_0_Central_Banking_Clothing & Apparel","F","36-45",0,"Madhya Pradesh","Clothing & Apparel",1,6923,1
"7806","1004114_44_0_Central_Food Processing_Food","F","36-45",0,"Delhi","Food",3,19116,1
"7807","1004115_26_1_Southern_Govt_Food","F","26-35",1,"Karnataka","Food",1,11882,1
"7808","1004115_30_0_Southern_Healthcare_Clothing & Apparel","F","26-35",0,"Karnataka","Clothing & Apparel",3,8823,1
"7809","1004115_31_0_Western_Healthcare_Food","F","26-35",0,"Maharashtra","Food",4,11713,1
"7810","1004115_31_1_Central_Aviation_Food","F","26-35",1,"Madhya Pradesh","Food",4,15522,1
"7811","1004115_33_0_Southern_Automobile_Footwear & Shoes","F","26-35",0,"Karnataka","Footwear & Shoes",3,16832,1
"7812","1004116_37_0_Eastern_Banking_Household items","M","36-45",0,"Jharkhand","Household items",2,3878,1
"7813","1004116_39_0_Central_Banking_Clothing & Apparel","F","36-45",0,"Uttar Pradesh","Clothing & Apparel",2,7067,1
"7814","1004116_39_0_Central_Healthcare_Clothing & Apparel","F","36-45",0,"Uttar Pradesh","Clothing & Apparel",3,8866,1
"7815","1004116_44_0_Northern_Healthcare_Clothing & Apparel","F","36-45",0,"Haryana","Clothing & Apparel",2,8641,1
"7816","1004116_44_0_Western_IT Sector_Footwear & Shoes","F","36-45",0,"Maharashtra","Footwear & Shoes",2,16194,1
"7817","1004116_45_0_Central_Banking_Food","F","36-45",0,"Madhya Pradesh","Food",2,15463,1
"7818","1004116_45_0_Southern_Banking_Clothing & Apparel","F","36-45",0,"Andhra Pradesh","Clothing & Apparel",3,7086,1
"7819","1004117_18_0_Central_Healthcare_Beauty","F","18-25",0,"Madhya Pradesh","Beauty",2,3194,1
"7820","1004117_20_1_Central_Agriculture_Veterinary","F","18-25",1,"Madhya Pradesh","Veterinary",2,1422,1
"7821","1004117_24_0_Central_Hospitality_Clothing & Apparel","F","18-25",0,"Uttar Pradesh","Clothing & Apparel",1,6990,1
"7822","1004117_25_0_Southern_Healthcare_Clothing & Apparel","F","18-25",0,"Kerala","Clothing & Apparel",4,1973,1
"7823","1004118_26_1_Central_Media_Sports Products","F","26-35",1,"Madhya Pradesh","Sports Products",3,10768,1
"7824","1004118_31_1_Central_Media_Food","F","26-35",1,"Uttar Pradesh","Food",4,12016,1
"7825","1004118_32_0_Central_Media_Clothing & Apparel","F","26-35",0,"Uttarakhand","Clothing & Apparel",4,7069,1
"7826","1004118_32_0_Western_Aviation_Electronics & Gadgets","F","26-35",0,"Gujarat","Electronics & Gadgets",4,6157,1
"7827","1004120_30_1_Central_Media_Electronics & Gadgets","F","26-35",1,"Uttar Pradesh","Electronics & Gadgets",2,8143,1
"7828","1004120_31_0_Western_Retail_Sports Products","F","26-35",0,"Maharashtra","Sports Products",2,8379,1
"7829","1004121_49_0_Western_Banking_Household items","F","46-50",0,"Maharashtra","Household items",4,2267,1
"7830","1004121_50_0_Southern_IT Sector_Electronics & Gadgets","F","46-50",0,"Andhra Pradesh","Electronics & Gadgets",3,8129,1
"7831","1004122_18_1_Southern_Govt_Food","F","18-25",1,"Karnataka","Food",2,15718,1
"7832","1004122_21_0_Southern_Banking_Clothing & Apparel","F","18-25",0,"Kerala","Clothing & Apparel",2,7168,1
"7833","1004122_23_0_Southern_Hospitality_Furniture","F","18-25",0,"Kerala","Furniture",1,20543,1
"7834","1004124_32_1_Northern_Media_Food","F","26-35",1,"Haryana","Food",1,19466,1
"7835","1004124_33_0_Western_Banking_Food","F","26-35",0,"Gujarat","Food",3,7987,1
"7836","1004125_44_1_Northern_Aviation_Clothing & Apparel","F","36-45",1,"Himachal Pradesh","Clothing & Apparel",3,7044,1
"7837","1004126_28_0_Eastern_Healthcare_Food","F","26-35",0,"Bihar","Food",4,7681,1
"7838","1004126_29_0_Eastern_Healthcare_Clothing & Apparel","F","26-35",0,"Bihar","Clothing & Apparel",2,5276,1
"7839","1004126_35_0_Central_Healthcare_Electronics & Gadgets","F","26-35",0,"Uttar Pradesh","Electronics & Gadgets",4,9785,1
"7840","1004126_35_0_Central_Hospitality_Beauty","F","26-35",0,"Uttar Pradesh","Beauty",1,5938,1
"7841","1004127_51_1_Central_Aviation_Food","F","51-55",1,"Uttar Pradesh","Food",4,11457,1
"7842","1004130_39_0_Central_Aviation_Food","F","36-45",0,"Delhi","Food",1,3905,1
"7843","1004130_40_0_Central_Chemical_Food","F","36-45",0,"Uttar Pradesh","Food",1,11831,1
"7844","1004130_45_0_Central_Banking_Beauty","F","36-45",0,"Madhya Pradesh","Beauty",1,4692,1
"7845","1004131_46_1_Eastern_Hospitality_Clothing & Apparel","F","46-50",1,"Jharkhand","Clothing & Apparel",4,3633,1
"7846","1004131_47_0_Eastern_Agriculture_Clothing & Apparel","F","46-50",0,"Bihar","Clothing & Apparel",3,7111,1
"7847","1004131_48_0_Western_Banking_Food","F","46-50",0,"Gujarat","Food",1,15830,1
"7848","1004132_29_0_Central_Retail_Food","F","26-35",0,"Delhi","Food",4,19380,1
"7849","1004132_35_1_Northern_Banking_Furniture","F","26-35",1,"Haryana","Furniture",4,4569,1
"7850","1004133_47_0_Eastern_Retail_Food","F","46-50",0,"Bihar","Food",1,19508,1
"7851","1004135_12_0_Central_Aviation_Office","F","0-17",0,"Delhi","Office",1,952,1
"7852","1004137_27_1_Eastern_Banking_Clothing & Apparel","F","26-35",1,"Bihar","Clothing & Apparel",2,6971,1
"7853","1004137_31_1_Central_Hospitality_Beauty","F","26-35",1,"Uttar Pradesh","Beauty",4,3073,1
"7854","1004138_29_1_Central_IT Sector_Books","M","26-35",1,"Delhi","Books",2,10545,1
"7855","1004138_33_1_Northern_Banking_Electronics & Gadgets","F","26-35",1,"Himachal Pradesh","Electronics & Gadgets",2,5943,1
"7856","1004138_34_1_Northern_Banking_Clothing & Apparel","F","26-35",1,"Himachal Pradesh","Clothing & Apparel",3,2045,1
"7857","1004139_56_0_Western_IT Sector_Clothing & Apparel","F","55+",0,"Maharashtra","Clothing & Apparel",2,8806,1
"7858","1004139_63_0_Central_IT Sector_Food","F","55+",0,"Madhya Pradesh","Food",2,15665,1
"7859","1004139_72_1_Central_IT Sector_Footwear & Shoes","M","55+",1,"Madhya Pradesh","Footwear & Shoes",3,12285,1
"7860","1004139_73_1_Central_IT Sector_Sports Products","F","55+",1,"Uttar Pradesh","Sports Products",2,8152,1
"7861","1004140_28_0_Western_IT Sector_Household items","F","26-35",0,"Maharashtra","Household items",2,2389,1
"7862","1004140_29_1_Southern_Aviation_Electronics & Gadgets","F","26-35",1,"Kerala","Electronics & Gadgets",4,5883,1
"7863","1004140_31_0_Southern_IT Sector_Beauty","F","26-35",0,"Andhra Pradesh","Beauty",2,4559,1
"7864","1004140_31_1_Central_Aviation_Office","F","26-35",1,"Delhi","Office",2,381,1
"7865","1004140_32_0_Western_Aviation_Clothing & Apparel","F","26-35",0,"Gujarat","Clothing & Apparel",1,5219,1
"7866","1004140_32_0_Western_IT Sector_Food","F","26-35",0,"Maharashtra","Food",2,11640,1
"7867","1004140_32_1_Southern_IT Sector_Food","F","26-35",1,"Andhra Pradesh","Food",2,15164,1
"7868","1004140_33_1_Central_IT Sector_Household items","M","26-35",1,"Delhi","Household items",3,3110,1
"7869","1004141_36_0_Eastern_Construction_Clothing & Apparel","F","36-45",0,"Bihar","Clothing & Apparel",1,5178,1
"7870","1004141_45_1_Western_Banking_Electronics & Gadgets","F","36-45",1,"Gujarat","Electronics & Gadgets",2,6055,1
"7871","1004143_31_0_Central_Automobile_Household items","M","26-35",0,"Uttar Pradesh","Household items",1,2256,1
"7872","1004143_31_0_Northern_Automobile_Household items","M","26-35",0,"Himachal Pradesh","Household items",3,2256,1
"7873","1004144_18_1_Southern_Chemical_Food","F","18-25",1,"Karnataka","Food",4,7762,1
"7874","1004144_19_1_Western_Govt_Food","F","18-25",1,"Maharashtra","Food",4,15504,1
"7875","1004144_20_0_Western_Healthcare_Household items","F","18-25",0,"Maharashtra","Household items",4,3830,1
"7876","1004147_52_0_Northern_Healthcare_Sports Products","M","51-55",0,"Himachal Pradesh","Sports Products",1,10957,1
"7877","1004148_38_1_Central_Healthcare_Food","M","36-45",1,"Uttar Pradesh","Food",2,12047,1
"7878","1004150_35_0_Southern_Banking_Clothing & Apparel","F","26-35",0,"Andhra Pradesh","Clothing & Apparel",2,3505,1
"7879","1004153_51_0_Central_Hospitality_Electronics & Gadgets","F","51-55",0,"Uttar Pradesh","Electronics & Gadgets",2,8129,1
"7880","1004153_51_0_Central_IT Sector_Food","F","51-55",0,"Uttar Pradesh","Food",4,15234,1
"7881","1004153_51_1_Northern_Banking_Food","F","51-55",1,"Haryana","Food",1,15653,1
"7882","1004153_53_0_Northern_Healthcare_Clothing & Apparel","F","51-55",0,"Himachal Pradesh","Clothing & Apparel",4,6888,1
"7883","1004153_54_0_Western_Govt_Food","F","51-55",0,"Maharashtra","Food",2,19556,1
"7884","1004153_54_0_Western_Healthcare_Food","F","51-55",0,"Gujarat","Food",1,11754,1
"7885","1004153_55_0_Western_Hospitality_Clothing & Apparel","F","51-55",0,"Gujarat","Clothing & Apparel",4,5479,1
"7886","1004155_52_1_Central_IT Sector_Food","F","51-55",1,"Uttar Pradesh","Food",4,11439,1
"7887","1004156_58_1_Central_Healthcare_Clothing & Apparel","F","55+",1,"Uttar Pradesh","Clothing & Apparel",1,5438,1
"7888","1004156_67_0_Northern_Media_Food","F","55+",0,"Haryana","Food",3,15571,1
"7889","1004156_91_0_Western_IT Sector_Food","F","55+",0,"Maharashtra","Food",4,15799,1
"7890","1004160_36_0_Eastern_Retail_Furniture","F","36-45",0,"Bihar","Furniture",3,20405,1
"7891","1004160_41_0_Southern_Chemical_Clothing & Apparel","F","36-45",0,"Andhra Pradesh","Clothing & Apparel",4,6981,1
"7892","1004161_46_0_Southern_Retail_Footwear & Shoes","F","46-50",0,"Karnataka","Footwear & Shoes",4,20906,1
"7893","1004161_46_1_Southern_Chemical_Clothing & Apparel","F","46-50",1,"Karnataka","Clothing & Apparel",3,6920,1
"7894","1004161_47_1_Northern_Aviation_Clothing & Apparel","F","46-50",1,"Rajasthan","Clothing & Apparel",3,7013,1
"7895","1004161_48_1_Central_Hospitality_Clothing & Apparel","F","46-50",1,"Madhya Pradesh","Clothing & Apparel",2,7193,1
"7896","1004161_49_0_Eastern_Hospitality_Electronics & Gadgets","F","46-50",0,"Jharkhand","Electronics & Gadgets",2,10068,1
"7897","1004161_50_0_Central_Aviation_Footwear & Shoes","F","46-50",0,"Delhi","Footwear & Shoes",1,16715,1
"7898","1004161_50_1_Central_Banking_Furniture","F","46-50",1,"Uttar Pradesh","Furniture",1,20588,1
"7899","1004161_50_1_Southern_Hospitality_Electronics & Gadgets","F","46-50",1,"Kerala","Electronics & Gadgets",4,6016,1
"7900","1004161_50_1_Western_Hospitality_Decor","F","46-50",1,"Maharashtra","Decor",4,6016,1
"7901","1004162_28_1_Western_Banking_Food","M","26-35",1,"Maharashtra","Food",2,11835,1
"7902","1004162_33_1_Western_Construction_Food","M","26-35",1,"Maharashtra","Food",4,15274,1
"7903","1004166_28_1_Northern_Construction_Household items","M","26-35",1,"Himachal Pradesh","Household items",2,3887,1
"7904","1004167_26_1_Central_Lawyer_Clothing & Apparel","F","26-35",1,"Uttar Pradesh","Clothing & Apparel",2,6939,1
"7905","1004167_27_1_Central_Banking_Food","F","26-35",1,"Uttar Pradesh","Food",1,3890,1
"7906","1004167_28_1_Southern_Healthcare_Clothing & Apparel","F","26-35",1,"Karnataka","Clothing & Apparel",4,7094,1
"7907","1004167_29_0_Central_Retail_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",4,7167,1
"7908","1004167_30_0_Central_IT Sector_Household items","F","26-35",0,"Uttar Pradesh","Household items",3,2302,1
"7909","1004167_30_1_Central_Lawyer_Footwear & Shoes","F","26-35",1,"Delhi","Footwear & Shoes",2,16213,1
"7910","1004167_31_1_Central_Aviation_Clothing & Apparel","M","26-35",1,"Uttarakhand","Clothing & Apparel",2,7066,1
"7911","1004167_32_0_Central_Healthcare_Beauty","F","26-35",0,"Madhya Pradesh","Beauty",1,3046,1
"7912","1004167_34_0_Southern_Media_Food","F","26-35",0,"Kerala","Food",2,15249,1
"7913","1004167_35_0_Northern_Chemical_Clothing & Apparel","F","26-35",0,"Himachal Pradesh","Clothing & Apparel",4,3617,1
"7914","1004168_49_0_Central_IT Sector_Food","M","46-50",0,"Delhi","Food",3,11550,1
"7915","1004170_47_0_Central_Aviation_Food","F","46-50",0,"Delhi","Food",1,3840,1
"7916","1004171_64_1_Southern_Healthcare_Food","F","55+",1,"Andhra Pradesh","Food",2,11723,1
"7917","1004171_73_0_Central_Govt_Clothing & Apparel","F","55+",0,"Uttar Pradesh","Clothing & Apparel",4,3558,1
"7918","1004171_73_1_Western_Banking_Food","F","55+",1,"Gujarat","Food",2,19095,1
"7919","1004171_82_0_Southern_Healthcare_Food","F","55+",0,"Karnataka","Food",3,19328,1
"7920","1004171_87_0_Central_Construction_Footwear & Shoes","M","55+",0,"Uttar Pradesh","Footwear & Shoes",2,20269,1
"7921","1004171_89_0_Central_Govt_Footwear & Shoes","M","55+",0,"Uttar Pradesh","Footwear & Shoes",1,16792,1
"7922","1004173_18_1_Eastern_Aviation_Clothing & Apparel","M","18-25",1,"Bihar","Clothing & Apparel",2,7056,1
"7923","1004174_45_1_Southern_Media_Food","M","36-45",1,"Andhra Pradesh","Food",2,19034,1
"7924","1004177_40_1_Western_Healthcare_Games & Toys","F","36-45",1,"Maharashtra","Games & Toys",3,10054,1
"7925","1004177_44_0_Eastern_Chemical_Clothing & Apparel","F","36-45",0,"Bihar","Clothing & Apparel",4,5428,1
"7926","1004179_40_1_Central_Banking_Office","M","36-45",1,"Delhi","Office",1,936,1
"7927","1004179_43_1_Southern_Textile_Furniture","M","36-45",1,"Karnataka","Furniture",1,20607,1
"7928","1004180_57_1_Central_Textile_Clothing & Apparel","F","55+",1,"Uttar Pradesh","Clothing & Apparel",2,7028,1
"7929","1004181_31_1_Western_Media_Food","M","26-35",1,"Maharashtra","Food",4,15633,1
"7930","1004183_27_0_Southern_IT Sector_Games & Toys","F","26-35",0,"Andhra Pradesh","Games & Toys",2,13276,1
"7931","1004183_28_0_Central_Media_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",2,3594,1
"7932","1004183_30_0_Southern_Healthcare_Clothing & Apparel","F","26-35",0,"Kerala","Clothing & Apparel",1,7100,1
"7933","1004183_30_1_Western_Media_Household items","F","26-35",1,"Maharashtra","Household items",4,2372,1
"7934","1004183_31_0_Southern_IT Sector_Games & Toys","F","26-35",0,"Andhra Pradesh","Games & Toys",2,9861,1
"7935","1004183_32_0_Central_Banking_Electronics & Gadgets","F","26-35",0,"Uttar Pradesh","Electronics & Gadgets",2,10037,1
"7936","1004183_32_0_Eastern_Healthcare_Games & Toys","F","26-35",0,"Jharkhand","Games & Toys",4,12861,1
"7937","1004183_32_0_Western_Aviation_Electronics & Gadgets","M","26-35",0,"Maharashtra","Electronics & Gadgets",4,8126,1
"7938","1004184_53_1_Southern_Automobile_Electronics & Gadgets","F","51-55",1,"Andhra Pradesh","Electronics & Gadgets",1,7930,1
"7939","1004186_29_0_Central_Retail_Furniture","F","26-35",0,"Madhya Pradesh","Furniture",4,16284,1
"7940","1004186_30_0_Southern_Healthcare_Footwear & Shoes","M","26-35",0,"Andhra Pradesh","Footwear & Shoes",2,8532,1
"7941","1004186_35_0_Western_Lawyer_Clothing & Apparel","F","26-35",0,"Maharashtra","Clothing & Apparel",4,5164,1
"7942","1004187_84_0_Western_Media_Clothing & Apparel","M","55+",0,"Maharashtra","Clothing & Apparel",3,5252,1
"7943","1004187_91_1_Western_Govt_Food","M","55+",1,"Maharashtra","Food",4,7709,1
"7944","1004188_53_0_Northern_Healthcare_Electronics & Gadgets","F","51-55",0,"Punjab","Electronics & Gadgets",2,7898,1
"7945","1004188_55_1_Central_Media_Clothing & Apparel","F","51-55",1,"Uttar Pradesh","Clothing & Apparel",3,8576,1
"7946","1004189_44_0_Central_IT Sector_Food","M","36-45",0,"Uttar Pradesh","Food",2,12046,1
"7947","1004194_20_0_Northern_IT Sector_Furniture","F","18-25",0,"Haryana","Furniture",4,20246,1
"7948","1004194_20_0_Southern_Lawyer_Clothing & Apparel","F","18-25",0,"Karnataka","Clothing & Apparel",4,8570,1
"7949","1004194_21_1_Western_Aviation_Food","F","18-25",1,"Maharashtra","Food",4,3975,1
"7950","1004194_23_0_Western_Healthcare_Food","F","18-25",0,"Maharashtra","Food",2,11681,1
"7951","1004194_24_0_Eastern_Govt_Electronics & Gadgets","F","18-25",0,"Jharkhand","Electronics & Gadgets",3,9885,1
"7952","1004201_35_1_Northern_Aviation_Electronics & Gadgets","M","26-35",1,"Rajasthan","Electronics & Gadgets",4,6204,1
"7953","1004203_26_1_Southern_IT Sector_Household items","F","26-35",1,"Karnataka","Household items",4,3891,1
"7954","1004206_45_1_Central_Hospitality_Furniture","M","36-45",1,"Madhya Pradesh","Furniture",2,16484,1
"7955","1004207_37_0_Western_Govt_Food","F","36-45",0,"Maharashtra","Food",3,11755,1
"7956","1004207_38_1_Central_IT Sector_Electronics & Gadgets","F","36-45",1,"Madhya Pradesh","Electronics & Gadgets",2,6156,1
"7957","1004207_44_0_Southern_Automobile_Clothing & Apparel","F","36-45",0,"Karnataka","Clothing & Apparel",1,3428,1
"7958","1004210_27_1_Central_Govt_Clothing & Apparel","M","26-35",1,"Madhya Pradesh","Clothing & Apparel",1,7112,1
"7959","1004211_46_1_Southern_Banking_Clothing & Apparel","F","46-50",1,"Karnataka","Clothing & Apparel",2,5182,1
"7960","1004213_36_1_Eastern_Food Processing_Clothing & Apparel","F","36-45",1,"Bihar","Clothing & Apparel",1,8798,1
"7961","1004213_37_0_Southern_Hospitality_Electronics & Gadgets","M","36-45",0,"Andhra Pradesh","Electronics & Gadgets",4,7830,1
"7962","1004213_38_0_Southern_Hospitality_Food","F","36-45",0,"Karnataka","Food",3,11691,1
"7963","1004213_39_0_Central_Chemical_Household items","M","36-45",0,"Delhi","Household items",4,3016,1
"7964","1004213_39_0_Southern_Hospitality_Games & Toys","F","36-45",0,"Karnataka","Games & Toys",2,13036,1
"7965","1004214_28_1_Central_Banking_Food","M","26-35",1,"Uttar Pradesh","Food",2,11689,1
"7966","1004215_30_0_Central_Healthcare_Food","F","26-35",0,"Uttar Pradesh","Food",4,19069,1
"7967","1004215_31_0_Western_Construction_Clothing & Apparel","F","26-35",0,"Gujarat","Clothing & Apparel",3,8872,1
"7968","1004215_34_0_Central_Media_Footwear & Shoes","F","26-35",0,"Delhi","Footwear & Shoes",3,16664,1
"7969","1004216_33_0_Central_Aviation_Footwear & Shoes","F","26-35",0,"Delhi","Footwear & Shoes",3,8521,1
"7970","1004217_19_0_Western_IT Sector_Clothing & Apparel","F","18-25",0,"Gujarat","Clothing & Apparel",2,5458,1
"7971","1004217_19_1_Central_Banking_Clothing & Apparel","F","18-25",1,"Uttar Pradesh","Clothing & Apparel",3,5139,1
"7972","1004217_20_0_Eastern_Govt_Clothing & Apparel","F","18-25",0,"Jharkhand","Clothing & Apparel",2,5248,1
"7973","1004217_25_1_Central_Food Processing_Veterinary","F","18-25",1,"Madhya Pradesh","Veterinary",2,1721,1
"7974","1004220_38_0_Central_Retail_Footwear & Shoes","F","36-45",0,"Delhi","Footwear & Shoes",2,16451,1
"7975","1004220_39_0_Northern_Aviation_Pet Care","F","36-45",0,"Haryana","Pet Care",3,2781,1
"7976","1004220_39_1_Central_Hospitality_Clothing & Apparel","M","36-45",1,"Uttar Pradesh","Clothing & Apparel",3,8842,1
"7977","1004220_40_1_Central_IT Sector_Footwear & Shoes","F","36-45",1,"Delhi","Footwear & Shoes",2,16392,1
"7978","1004220_41_0_Western_Chemical_Sports Products","F","36-45",0,"Maharashtra","Sports Products",4,13430,1
"7979","1004221_45_0_Central_IT Sector_Footwear & Shoes","F","36-45",0,"Delhi","Footwear & Shoes",3,8811,1
"7980","1004222_48_0_Western_Banking_Footwear & Shoes","M","46-50",0,"Maharashtra","Footwear & Shoes",2,8532,1
"7981","1004223_36_1_Central_Food Processing_Clothing & Apparel","M","36-45",1,"Delhi","Clothing & Apparel",4,7033,1
"7982","1004223_37_0_Northern_Aviation_Household items","M","36-45",0,"Punjab","Household items",4,3086,1
"7983","1004223_41_0_Central_Govt_Clothing & Apparel","M","36-45",0,"Delhi","Clothing & Apparel",4,5146,1
"7984","1004224_46_0_Southern_Aviation_Clothing & Apparel","M","46-50",0,"Karnataka","Clothing & Apparel",1,5365,1
"7985","1004224_47_0_Central_IT Sector_Electronics & Gadgets","M","46-50",0,"Delhi","Electronics & Gadgets",3,8105,1
"7986","1004224_48_0_Central_Media_Clothing & Apparel","M","46-50",0,"Uttarakhand","Clothing & Apparel",4,7007,1
"7987","1004224_48_0_Southern_Aviation_Clothing & Apparel","M","46-50",0,"Andhra Pradesh","Clothing & Apparel",1,5269,1
"7988","1004224_50_0_Southern_IT Sector_Clothing & Apparel","M","46-50",0,"Karnataka","Clothing & Apparel",3,3701,1
"7989","1004224_50_1_Central_Hospitality_Electronics & Gadgets","M","46-50",1,"Uttar Pradesh","Electronics & Gadgets",1,4190,1
"7990","1004224_50_1_Southern_Hospitality_Pet Care","M","46-50",1,"Karnataka","Pet Care",4,1427,1
